epoch,step,train_loss,train_ortho_penalty,train_recon_mse,train_task_mse,train_tau_value,val_loss,val_ortho_penalty,val_recon_mse,val_task_mse,val_tau_value
79,21049,3.2030129432678223,4.824995994567871e-05,0.5952014327049255,0.2269575595855713,0.14528942108154297,,,,,
79,21099,4.078104019165039,0.0002311915159225464,0.7715701460838318,0.22002200782299042,0.14529120922088623,,,,,
79,21149,4.508110523223877,0.00023490190505981445,0.8475081920623779,0.2703342139720917,0.14531511068344116,,,,,
79,21199,2.326662540435791,0.00011949986219406128,0.4002588987350464,0.32524850964546204,0.14533768594264984,,,,,
79,21199,,,,,,7.376276969909668,0.00044592469930648804,1.209963083267212,1.3260176181793213,0.145338773727417
80,21249,2.9564096927642822,8.071959018707275e-05,0.5358380079269409,0.27713876962661743,0.14537307620048523,,,,,
80,21299,3.0731022357940674,0.00019565224647521973,0.5653146505355835,0.24633324146270752,0.1453913450241089,,,,,
80,21349,3.6679041385650635,0.000541001558303833,0.6871074438095093,0.2318258136510849,0.14539720118045807,,,,,
80,21399,3.815471649169922,0.00015751272439956665,0.7097514271736145,0.26655688881874084,0.14542052149772644,,,,,
80,21449,4.434738636016846,8.195638656616211e-06,0.8426717519760132,0.2213716059923172,0.1454349309206009,,,,,
80,21464,,,,,,7.42149543762207,0.00032119452953338623,1.216722846031189,1.3375600576400757,0.14543847739696503
81,21499,2.589475631713867,0.000510677695274353,0.4705936908721924,0.2359965443611145,0.1454518437385559,,,,,
81,21549,3.1377346515655518,0.00017990171909332275,0.5821961164474487,0.22657398879528046,0.1454850137233734,,,,,
81,21599,2.6431007385253906,0.0002093985676765442,0.477738618850708,0.25419822335243225,0.14549855887889862,,,,,
81,21649,3.313084363937378,8.279085159301758e-05,0.6126689314842224,0.2496568113565445,0.14550504088401794,,,,,
81,21699,3.742912530899048,5.9351325035095215e-05,0.7040755748748779,0.2224753499031067,0.14552384614944458,,,,,
81,21729,,,,,,7.468156814575195,0.00024602562189102173,1.2262274026870728,1.3367748260498047,0.145533487200737
82,21749,3.7180752754211426,0.00018224120140075684,0.6967185139656067,0.23430052399635315,0.1455424278974533,,,,,
82,21799,2.487370491027832,0.00011527538299560547,0.44601085782051086,0.2572007179260254,0.14555931091308594,,,,,
82,21849,3.4895846843719482,0.00047679245471954346,0.6488725543022156,0.2447449117898941,0.14558200538158417,,,,,
82,21899,3.2475428581237793,8.912384510040283e-05,0.6000112295150757,0.24739733338356018,0.14558842778205872,,,,,
82,21949,3.013697862625122,0.00033139437437057495,0.5525187849998474,0.2507723867893219,0.1456068754196167,,,,,
82,21994,,,,,,7.499850749969482,0.00023311376571655273,1.2321393489837646,1.3389204740524292,0.1456133872270584
83,21999,3.732445478439331,0.0002740398049354553,0.6956192851066589,0.25407516956329346,0.14561551809310913,,,,,
83,22049,3.869232177734375,5.8457255363464355e-05,0.7247883081436157,0.24523240327835083,0.1456342339515686,,,,,
83,22099,3.1680338382720947,0.00033226609230041504,0.5839970707893372,0.24771623313426971,0.14563927054405212,,,,,
83,22149,3.091442584991455,0.0003012120723724365,0.5681502223014832,0.2503903806209564,0.14566510915756226,,,,,
83,22199,2.988257646560669,0.000666394829750061,0.5503648519515991,0.2357669621706009,0.14568570256233215,,,,,
83,22249,3.3408491611480713,0.00015909969806671143,0.6160533428192139,0.2604233920574188,0.1457001119852066,,,,,
83,22259,,,,,,7.569340705871582,0.00010834635031642392,1.2465239763259888,1.336614727973938,0.14570236206054688
84,22299,3.785707712173462,0.00015035271644592285,0.710939347743988,0.23086044192314148,0.1457129269838333,,,,,
84,22349,3.8252694606781006,0.0003023594617843628,0.7147762179374695,0.25108590722084045,0.145716592669487,,,,,
84,22399,3.6392037868499756,0.0004151463508605957,0.680307149887085,0.2372528463602066,0.14573553204536438,,,,,
84,22449,3.7805566787719727,0.0001788884401321411,0.7042932510375977,0.2589115798473358,0.14575402438640594,,,,,
84,22499,2.5263872146606445,0.0007182732224464417,0.4554363489151001,0.24848729372024536,0.14576780796051025,,,,,
84,22524,,,,,,7.610584735870361,0.00044080615043640137,1.2538046836853027,1.3411213159561157,0.14577102661132812
85,22549,3.766592502593994,0.00019688904285430908,0.7057040333747864,0.23787544667720795,0.14577336609363556,,,,,
85,22599,3.120262622833252,0.00010193884372711182,0.5764093995094299,0.23811368644237518,0.14579780399799347,,,,,
85,22649,4.435763835906982,0.00024068355560302734,0.8443354964256287,0.21384572982788086,0.14580214023590088,,,,,
85,22699,3.971954345703125,2.7924776077270508e-05,0.7460071444511414,0.2418907731771469,0.14581571519374847,,,,,
85,22749,4.747363567352295,0.00029511749744415283,0.8961093425750732,0.26652127504348755,0.14582861959934235,,,,,
85,22789,,,,,,7.6415205001831055,7.833540439605713e-05,1.262573480606079,1.3285762071609497,0.14584754407405853
86,22799,3.358208417892456,0.00012980401515960693,0.6258594989776611,0.22878125309944153,0.14584724605083466,,,,,
86,22849,4.296411514282227,0.00013379007577896118,0.8083625435829163,0.254464715719223,0.14585919678211212,,,,,
86,22899,4.669173717498779,0.0002185329794883728,0.8900706768035889,0.21860148012638092,0.1458853930234909,,,,,
86,22949,3.715790033340454,0.0005114525556564331,0.695252537727356,0.23901604115962982,0.14588753879070282,,,,,
86,22999,3.051095485687256,0.00044792890548706055,0.5610771179199219,0.245262011885643,0.14589795470237732,,,,,
86,23049,3.6501305103302,0.0003745034337043762,0.6790624856948853,0.25444361567497253,0.1459079384803772,,,,,
86,23054,,,,,,7.7068328857421875,0.0006463974714279175,1.274641513824463,1.3329781293869019,0.14591027796268463
87,23099,2.9888880252838135,5.0380825996398926e-05,0.5460647940635681,0.2585137188434601,0.14592693746089935,,,,,
87,23149,4.406643867492676,0.0001533403992652893,0.8300065398216248,0.25645774602890015,0.1459474414587021,,,,,
87,23199,3.5026888847351074,6.660819053649902e-05,0.6539490222930908,0.23287732899188995,0.14594565331935883,,,,,
87,23249,3.946775197982788,0.00019226223230361938,0.7461639046669006,0.2157636433839798,0.1459633857011795,,,,,
87,23299,3.951611042022705,2.3245811462402344e-05,0.7455325722694397,0.22392518818378448,0.14597193896770477,,,,,
87,23319,,,,,,7.756880283355713,7.537007331848145e-05,1.2840858697891235,1.3363769054412842,0.1459805816411972
88,23349,3.8063135147094727,8.301436901092529e-05,0.717849850654602,0.21698153018951416,0.14599093794822693,,,,,
88,23399,3.681774616241455,0.00034439563751220703,0.6868686079978943,0.24708716571331024,0.14601117372512817,,,,,
88,23449,3.472594976425171,0.0002954155206680298,0.6476477384567261,0.23406070470809937,0.14601412415504456,,,,,
88,23499,3.6857426166534424,0.0004003793001174927,0.6918834447860718,0.22592487931251526,0.14602817595005035,,,,,
88,23549,3.011359691619873,0.00010161101818084717,0.554043710231781,0.24103961884975433,0.14604289829730988,,,,,
88,23584,,,,,,7.787970542907715,8.89897346496582e-05,1.291020154953003,1.3327757120132446,0.14604735374450684
89,23599,2.6211042404174805,0.00037403404712677,0.4779813885688782,0.23082324862480164,0.14605139195919037,,,,,
89,23649,3.5842416286468506,0.00014090538024902344,0.6655024886131287,0.2565881311893463,0.14605498313903809,,,,,
89,23699,3.9562230110168457,0.0001816004514694214,0.7442796230316162,0.23464323580265045,0.14606516063213348,,,,,
